BALANCE,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,CREDIT_LIMIT,CUST_ID,Fylld_Minimum_Payments,Index (kluster),Index,INSTALLMENTS_PURCHASES,MINIMUM_PAYMENTS,ONEOFF_PURCHASES,PAYMENTS,ONEOFF_PURCHASES_FREQUENCY,PRC_FULL_PAYMENT,PURCHASES_INSTALLMENTS_FREQUENCY,PURCHASES_FREQUENCY,PURCHASES,PURCHASES_TRX,TENURE
231.089583,1,0,0,0,9000,C14121,196.595495,Kluster1,4008,0,196.595495,1547.92,1230.772375,1,0.333333,0,1,1547.92,12,12
5199.213536,1,1013.616077,0.333333,7,10000,C14122,1215.223154,Kluster2,4009,67.4,1215.223154,204,1328.030861,0.166667,0,0.333333,0.583333,271.4,7,12
460.644885,1,1916.483068,0.166667,4,7000,C14123,190.005996,Kluster1,4010,0,190.005996,805.42,708.479385,0.5,0.285714,0,0.5,805.42,6,12
421.796337,1,0,0,0,4500,C14124,169.599243,Kluster1,4011,1125,169.599243,1623.74,2684.86037,1,0.25,0.666667,1,2748.74,48,12
137.864267,0.272727,1113.534935,0.083333,2,1200,C14125,109.853069,Kluster1,4012,237.24,109.853069,0,1232.901419,0,0,1,1,237.24,12,12
5376.338384,1,0,0,0,6000,C14126,2785.379085,Kluster2,4013,2166.87,2785.379085,3732.48,2816.619335,0.75,0,0.916667,1,5899.35,112,12
2557.241228,1,0,0,0,5000,C14127,1297.11,Kluster1,4014,1381.59,1297.11,749.47,0,0.5,0,0.833333,0.916667,2131.06,55,12
3971.701463,1,0,0,0,13500,C14128,1354.544785,Kluster2,4015,546.51,1354.544785,175,1169.633242,0.083333,0,1,0.916667,721.51,53,12
2454.552939,1,0,0,0,8000,C14129,681.475934,Kluster1,4016,437.32,681.475934,24,1010.442597,0.083333,0,0.333333,0.416667,461.32,6,12
8695.084351,1,2772.592928,0.083333,2,17500,C14130,2580.94527,Kluster2,4017,0,2580.94527,0,2353.936879,0,0,0,0,0,0,12
2682.407264,1,6629.320612,0.833333,28,6000,C14131,907.05151,Kluster1,4018,0,907.05151,315.5,1617.804094,0.25,0.1,0,0.25,315.5,4,12
3358.724054,1,8416.854736,0.583333,27,5000,C14132,1653.896679,Kluster2,4019,0,1653.896679,328,6698.912435,0.166667,0.166667,0,0.166667,328,2,12
196.967268,1,0,0,0,7500,C14133,175.483698,Kluster1,4020,106.82,175.483698,1808.25,1776.394323,1,1,0.833333,1,1915.07,67,12
817.953789,1,1285.120888,0.25,4,1500,C14134,285.414868,Kluster1,4021,0,285.414868,0,1213.585489,0,0,0,0,0,0,12
0,0,181.64979,0.083333,1,2500,C14135,1297.11,Kluster1,4022,0,1297.11,0,1140.957855,0,0,0,0,0,0,12
3702.768802,1,3097.33974,0.5,9,6000,C14136,786.162283,Kluster2,4023,0,786.162283,0,2617.067343,0,0,0,0,0,0,12
73.876478,1,0,0,0,3000,C14137,165.586015,Kluster1,4024,600,165.586015,0,574.321262,0,1,0.666667,0.666667,600,12,12
241.032979,1,642.862505,0.083333,1,1500,C14138,195.162256,Kluster1,4025,0,195.162256,0,915.454305,0,0.083333,0,0,0,0,12
187.204739,1,0,0,0,6000,C14139,163.082736,Kluster1,4026,250.04,163.082736,2565.97,2078.813618,1,0.8,0.5,1,2816.01,19,12
379.542951,0.545455,925.399531,0.083333,1,1500,C14140,190.383316,Kluster1,4027,0,190.383316,0,2651.530544,0,0.166667,0,0,0,0,12
647.166042,1,0,0,0,12500,C14141,245.989844,Kluster1,4028,369.49,245.989844,0,738.346676,0,0,0.5,0.583333,369.49,9,12
78.114579,0.818182,7155.612737,0.083333,2,15000,C14142,16.95009,Kluster1,4029,0,16.95009,0,11241.39128,0,0.142857,0,0,0,0,12
136.839366,0.636364,0,0,0,16500,C14143,234.303131,Kluster1,4030,0,234.303131,1133.54,4802.004681,0.25,0.428571,0,0.25,1133.54,4,12
4858.92532,1,4446.461559,0.083333,1,9000,C14144,3983.471892,Kluster2,4031,7703.26,3983.471892,1578.86,16822.58645,0.5,0,0.666667,0.833333,9282.12,111,12
952.419564,1,0,0,0,1000,C14145,607.283816,Kluster1,4032,283.8,607.283816,0,611.487872,0,0,0.75,0.75,283.8,11,12
70.392491,1,0,0,0,6000,C14146,151.452457,Kluster1,4033,828.56,151.452457,180,1321.09625,0.166667,0.8,0.916667,1,1008.56,14,12
4252.504676,1,0,0,0,11000,C14147,1217.875041,Kluster2,4034,681.04,1217.875041,1491.73,1425.671686,1,0,1,1,2172.77,45,12
1282.087245,1,200.865502,0.181818,2,1500,C14148,575.063465,Kluster1,4035,0,575.063465,0,246.329361,0,0,0,0,0,0,11
26.547229,0.636364,0,0,0,3000,C14149,167.672071,Kluster1,4036,224.56,167.672071,0,264.390903,0,0.6,0.5,0.583333,224.56,7,12
285.645503,1,0,0,0,7000,C14150,197.065604,Kluster1,4037,371.7,197.065604,893.54,1791.285108,0.5,0.083333,0.5,0.833333,1265.24,24,12
2033.538173,1,1567.042271,0.083333,1,3500,C14151,1843.752247,Kluster1,4038,631.74,1843.752247,297.51,1291.31841,0.25,0,1,1,929.25,20,12
2525.425787,1,2892.511237,0.090909,2,3000,C14152,750.741405,Kluster1,4039,0,750.741405,0,683.769908,0,0,0,0,0,0,11
18.354425,0.777778,0,0,0,2000,C14153,109.781933,Kluster1,4040,256.5,109.781933,0,306.969886,0,0.8,0.555556,0.666667,256.5,6,9
2571.311375,1,6537.278532,0.583333,16,3000,C14154,583.336071,Kluster1,4041,0,583.336071,0,4513.686142,0,0.1,0,0,0,0,12
3252.763399,0.833333,4497.284924,0.333333,5,4500,C14155,953.566574,Kluster1,4042,156,953.566574,74,567.149683,0.166667,0,0.666667,0.833333,230,11,6
817.439653,1,0,0,0,2600,C14156,292.103091,Kluster1,4043,0,292.103091,1091,766.573245,0.083333,0,0,0.083333,1091,1,12
426.442669,1,1619.692655,0.333333,7,9000,C14157,307.538576,Kluster1,4044,0,307.538576,0,6270.973592,0,0.2,0,0,0,0,12
212.282538,0.545455,0,0,0,3000,C14158,191.098681,Kluster1,4045,0,191.098681,1698.9,2865.759368,0.25,1,0,0.25,1698.9,10,12
3298.236901,1,0,0,0,7100,C14159,785.033485,Kluster1,4046,0,785.033485,385,911.237387,0.083333,0,0,0.083333,385,1,12
2759.801583,1,1063.852745,0.333333,6,3000,C14161,656.712649,Kluster1,4047,0,656.712649,0,665.168762,0,0,0,0,0,0,12
44.192011,0.454545,0,0,0,16500,C14162,205.907225,Kluster1,4048,0,205.907225,356,836.690499,0.166667,0,0,0.166667,356,2,12
405.234722,1,0,0,0,500,C14163,202.203675,Kluster1,4049,0,202.203675,916.04,628.237735,0.416667,0.083333,0,0.416667,916.04,14,12
4663.032241,1,0,0,0,4500,C14164,6004.094182,Kluster2,4050,0,6004.094182,1325.31,2064.110786,0.333333,0,0,0.333333,1325.31,5,12
209.490297,1,0,0,0,4000,C14165,177.881873,Kluster1,4051,1956.6,177.881873,0,1800.384664,0,0.916667,1,1,1956.6,12,12
70.963378,1,0,0,0,7800,C14166,181.926756,Kluster1,4052,327.36,181.926756,432.37,691.394748,1,0.75,0.916667,1,759.73,25,12
1024.990375,1,58.443227,0.166667,3,1200,C14167,311.113799,Kluster1,4053,0,311.113799,0,291.517362,0,0,0,0,0,0,12
134.581135,0.636364,0,0,0,6000,C14168,154.277109,Kluster1,4054,207,154.277109,2093.42,3251.065775,0.5,1,0.25,0.583333,2300.42,13,12
16.179446,0.272727,0,0,0,5000,C14169,69.870393,Kluster1,4055,80,69.870393,0,140.010501,0,0,0.166667,0.166667,80,2,12
2791.930619,1,0,0,0,3000,C14170,1109.449182,Kluster1,4056,231.52,1109.449182,0,1828.411354,0,0,0.5,0.5,231.52,6,12
293.614532,0.857143,2018.794348,0.857143,12,3000,C14171,102.177146,Kluster1,4057,0,102.177146,839.61,2585.110269,0.714286,0.5,0,0.714286,839.61,11,7
1.470582,0.272727,18.149946,0.083333,1,9000,C14172,60.080498,Kluster1,4058,0,60.080498,0,81.65922,0,1,0,0,0,0,12
1.816814,0.090909,0,0,0,2900,C14173,112.019269,Kluster1,4059,21.05,112.019269,0,243.137299,0,0,0.083333,0.083333,21.05,1,12
1674.490411,1,0,0,0,1700,C14174,691.969013,Kluster1,4060,86.77,691.969013,334.94,790.338065,0.5,0,0.166667,0.5,421.71,11,12
1539.375352,1,0,0,0,3000,C14175,450.302969,Kluster1,4061,0,450.302969,100,420.283303,0.083333,0,0,0.083333,100,1,12
1676.218891,1,774.229185,0.416667,8,1800,C14177,487.840515,Kluster1,4062,0,487.840515,0,477.308046,0,0,0,0,0,0,12
6981.281961,1,5795.971155,0.166667,3,18000,C14178,1710.932637,Kluster2,4063,0,1710.932637,0,6002.538777,0,0,0,0,0,0,12
2255.261218,1,550.830512,0.166667,2,2500,C14179,782.752094,Kluster1,4064,0,782.752094,0,582.88501,0,0,0,0,0,0,12
1325.445684,0.818182,1895.470431,0.083333,1,4500,C14180,566.078539,Kluster1,4065,0,566.078539,0,187.108587,0,0,0,0,0,0,12
2361.237383,1,4233.413107,0.416667,14,3000,C14181,996.558096,Kluster1,4066,0,996.558096,0,3284.30732,0,0.083333,0,0,0,0,12
1049.603233,1,438.384856,0.083333,1,1500,C14182,276.752949,Kluster1,4067,0,276.752949,0,221.394099,0,0,0,0,0,0,12
313.360445,0.818182,0,0,0,3000,C14183,121.667988,Kluster1,4068,0,121.667988,1031.91,2534.336507,0.5,0.111111,0,0.5,1031.91,10,12
382.159579,0.363636,0,0,0,2500,C14184,139.703904,Kluster1,4069,122.68,139.703904,165,1879.689693,0.083333,0,0.416667,0.416667,287.68,6,12
7347.355967,1,3726.752857,0.25,5,11500,C14185,1863.527533,Kluster2,4070,0,1863.527533,0,2367.28451,0,0,0,0,0,0,12
58.281306,0.363636,470.095785,0.083333,1,1000,C14186,190.032581,Kluster1,4071,0,190.032581,0,150.567116,0,0,0,0,0,0,12
882.423211,1,0,0,0,1000,C14187,400.171096,Kluster1,4072,18.75,400.171096,270,450.107573,0.083333,0,0.083333,0.166667,288.75,3,12
788.618659,1,0,0,0,2500,C14188,239.173819,Kluster1,4073,958.87,239.173819,1094.91,1875.180759,0.25,0,0.833333,0.916667,2053.78,15,12
21.849058,1,0,0,0,2500,C14189,169.325906,Kluster1,4074,256.11,169.325906,0,282.902137,0,0.833333,0.916667,0.916667,256.11,11,12
6978.185657,1,5146.349321,0.333333,10,7500,C14190,3084.193348,Kluster2,4075,876.95,3084.193348,174.48,3756.694846,0.083333,0,0.75,0.75,1051.43,12,12
1204.187686,1,0,0,0,7500,C14191,285.994556,Kluster1,4076,447.89,285.994556,226.96,741.851507,0.166667,0,0.75,0.833333,674.85,11,12
1711.589245,1,0,0,0,6500,C14192,545.130096,Kluster1,4077,507,545.130096,1152.26,774.909705,0.25,0,0.583333,0.833333,1659.26,13,12
869.947607,1,875.275758,0.25,4,3000,C14193,351.686512,Kluster1,4078,0,351.686512,0,284.200413,0,0,0,0,0,0,12
1409.206763,1,0,0,0,3000,C14194,300.764907,Kluster1,4079,0,300.764907,143.5,432.361276,0.083333,0,0,0.083333,143.5,1,12
1034.243518,1,1534.856631,0.75,38,1500,C14195,260.391952,Kluster1,4080,0,260.391952,0,1716.353133,0,0.125,0,0,0,0,8
603.62806,1,54.866583,0.166667,2,1200,C14196,317.838364,Kluster1,4081,0,317.838364,60,1543.263552,0.083333,0.083333,0,0.083333,60,1,12
438.429112,1,0,0,0,5500,C14197,186.28407,Kluster1,4082,2028.8,186.28407,3015.56,4591.418823,0.416667,1,0.916667,1,5044.36,35,12
0.859447,0.454545,0,0,0,3000,C14198,1297.11,Kluster1,4083,0,1297.11,23,0,0.083333,0,0,0.083333,23,1,12
1163.614769,1,79.975453,0.25,3,1200,C14199,601.62523,Kluster1,4084,0,601.62523,0,282.300835,0,0,0,0,0,0,12
2683.935652,1,2780.106659,0.25,5,4500,C14200,1123.7209,Kluster1,4085,0,1123.7209,0,424.014365,0,0,0,0,0,0,12
552.464447,0.818182,0,0,0,3000,C14201,481.438547,Kluster1,4086,791.64,481.438547,1075.17,3158.4173,0.25,0.111111,0.583333,0.666667,1866.81,35,12
6832.111113,1,0,0,0,6000,C14202,13621.70839,Kluster2,4087,6508.08,13621.70839,0,8210.115891,0,0,1,1,6508.08,72,12
1155.692527,1,0,0,0,1200,C14203,1176.743934,Kluster1,4088,655,1176.743934,326.2,1279.911936,0.166667,0,0.416667,0.583333,981.2,12,12
375.583779,0.818182,830.455855,0.083333,1,2500,C14204,188.250177,Kluster1,4089,0,188.250177,1567.4,2695.75854,0.583333,0.666667,0,0.583333,1567.4,14,12
13968.47957,1,2710.679764,0.666667,12,18500,C14205,3360.086085,Kluster2,4090,272.81,3360.086085,8.9,3464.441992,0.083333,0,0.333333,0.416667,281.71,9,12
1847.255047,1,0,0,0,2000,C14206,575.035999,Kluster1,4091,68.75,575.035999,117.58,494.841702,0.25,0,0.416667,0.666667,186.33,8,12
6629.045062,1,12178.96258,0.833333,31,8000,C14207,2189.436372,Kluster2,4092,0,2189.436372,0,10117.7115,0,0,0,0,0,0,12
1495.080484,1,0,0,0,8500,C14208,431.826129,Kluster1,4093,240.98,431.826129,2082.52,2326.318039,0.916667,0,0.333333,0.916667,2323.5,34,12
2255.408224,0.909091,2705.839993,0.181818,3,3000,C14209,569.631323,Kluster1,4094,0,569.631323,0,504.262605,0,0,0,0,0,0,11
1539.42247,1,1156.434609,0.083333,4,3500,C14210,475.102035,Kluster1,4095,0,475.102035,0,369.04434,0,0,0,0,0,0,12
3035.951276,1,711.169986,0.666667,14,6000,C14211,701.869995,Kluster1,4096,0,701.869995,0,710.84163,0,0,0,0,0,0,12
105.069311,1,0,0,0,1700,C14212,176.308343,Kluster1,4097,0,176.308343,1344.87,1461.200691,0.916667,0.25,0,0.916667,1344.87,12,12
2446.709596,1,5281.049743,0.25,6,5000,C14213,696.156899,Kluster1,4098,0,696.156899,0,5695.396335,0,0,0,0,0,0,12
295.374207,0.909091,2032.983385,0.25,4,1200,C14214,174.631958,Kluster1,4099,0,174.631958,0,2781.869782,0,0,0,0,0,0,12
822.755885,1,0,0,0,3000,C14215,117.131173,Kluster1,4100,171.9,117.131173,359.24,267.707871,0.428571,0,0.571429,1,531.14,10,7
4433.582508,1,1434.153185,0.416667,9,5500,C14216,1209.064809,Kluster2,4101,0,1209.064809,0,6801.553821,0,0.083333,0,0,0,0,12
2785.584338,1,144.330518,0.1,1,3000,C14217,733.62973,Kluster1,4102,0,733.62973,0,446.776969,0,0,0,0,0,0,10
10116.70899,1,0,0,0,14000,C14218,4253.469898,Kluster2,4103,6866.69,4253.469898,3300,2190.466875,0.333333,0,0.666667,0.833333,10166.69,45,12
9440.796576,1,5831.378,0.666667,13,13000,C14219,2432.132089,Kluster2,4104,0,2432.132089,0,2031.387858,0,0,0,0,0,0,12
1435.975897,1,0,0,0,2150,C14220,466.163755,Kluster1,4105,0,466.163755,418.56,950.209773,0.333333,0,0,0.333333,418.56,4,12
1160.514847,1,0,0,0,3000,C14221,310.179028,Kluster1,4106,3062.79,310.179028,664,3312.651656,0.083333,0.083333,1,1,3726.79,89,12
634.759973,1,0,0,0,6000,C14222,246.804668,Kluster1,4107,19.91,246.804668,0,610.491342,0,0,0.083333,0.083333,19.91,1,12
45.785125,0.636364,166.160258,0.083333,3,1200,C14223,46.550149,Kluster1,4108,12,46.550149,0,39.556692,0,0,0.916667,1,12,12,12
968.504914,1,0,0,0,1000,C14224,842.242726,Kluster1,4109,212.06,842.242726,45.65,623.314494,0.083333,0,0.166667,0.166667,257.71,4,12
200.806352,1,0,0,0,6000,C14225,193.934077,Kluster1,4110,158.31,193.934077,1799.14,1934.825977,1,0.75,0.166667,1,1957.45,49,12
1634.559235,1,0,0,0,1800,C14226,1332.692469,Kluster1,4111,56.76,1332.692469,1006.18,584.660133,0.5,0,0.166667,0.583333,1062.94,15,12
1839.926709,1,266.614527,0.083333,1,3500,C14227,385.482464,Kluster1,4112,487.75,385.482464,0,791.115227,0,0,0.416667,0.5,487.75,9,12
6743.313868,1,1074.347669,0.25,4,9500,C14228,1682.939354,Kluster2,4113,3820.76,1682.939354,1770.5,2314.208069,1,0,1,1,5591.26,162,12
1267.054186,1,1253.614385,0.166667,8,1500,C14229,470.721288,Kluster1,4114,0,470.721288,0,209.297618,0,0,0,0,0,0,12
2778.737121,1,0,0,0,6500,C14230,728.216731,Kluster1,4115,0,728.216731,1973,630.766685,0.166667,0,0,0.166667,1973,2,12
1138.592025,1,0,0,0,1200,C14231,902.962826,Kluster1,4116,79,902.962826,248.99,559.386373,0.25,0,0.166667,0.333333,327.99,9,12
195.361788,1,368.716548,0.083333,1,8500,C14232,165.079071,Kluster1,4117,0,165.079071,0,153.610279,0,0,0,0,0,0,12
8.576818,0.181818,0,0,0,7500,C14233,14.667507,Kluster1,4118,0,14.667507,80,76.188977,0.083333,0,0,0.083333,80,1,12
117.439961,0.636364,279.060127,0.083333,1,750,C14234,189.20871,Kluster1,4119,0,189.20871,0,657.048813,0,0,0,0,0,0,12
3803.111606,1,0,0,0,5600,C14235,990.395353,Kluster2,4120,1484.57,990.395353,541.39,1354.420552,0.333333,0,0.833333,1,2025.96,51,12
841.744925,0.777778,0,0,0,5000,C14236,275.814651,Kluster1,4121,0,275.814651,2481.55,524.564867,0.555556,0,0,0.555556,2481.55,9,9
153.602336,0.181818,962.466343,0.083333,1,1800,C14237,37.240196,Kluster1,4122,0,37.240196,0,19.342419,0,0,0,0,0,0,12
382.449723,1,0,0,0,5000,C14238,190.768834,Kluster1,4123,3244.88,190.768834,917.78,4103.998759,0.416667,0.833333,1,1,4162.66,60,12
4375.13933,1,1830.046883,0.083333,1,6000,C14239,1141.011091,Kluster2,4124,32.1,1141.011091,0,2303.317555,0,0,0.083333,0.083333,32.1,1,12
194.818874,1,0,0,0,7000,C14240,147.541524,Kluster1,4125,0,147.541524,1902.47,1896.961677,0.916667,0.75,0,0.916667,1902.47,11,12
2605.6002,1,4127.528187,0.25,5,12000,C14241,601.214943,Kluster1,4126,0,601.214943,0,2077.205644,0,0.083333,0,0,0,0,12
346.013906,0.818182,0,0,0,5500,C14242,141.404986,Kluster1,4127,2018.64,141.404986,1542.67,3156.901501,0.333333,0.5,0.583333,0.75,3561.31,39,12
404.582074,1,0,0,0,1500,C14243,255.734095,Kluster1,4128,555.84,255.734095,0,229.068913,0,0,0.916667,0.916667,555.84,11,12
0.933462,0.363636,39.348512,0.083333,1,6000,C14244,36.387033,Kluster1,4129,0,36.387033,0,109.244925,0,0,0,0,0,0,12
358.674215,0.727273,4327.056723,0.333333,9,2500,C14245,136.660716,Kluster1,4130,0,136.660716,411.3,6981.148039,0.25,0.2,0,0.25,411.3,4,12
36.005918,0.636364,0,0,0,7500,C14246,103.247226,Kluster1,4131,463.36,103.247226,0,1070.3377,0,0,0.333333,0.333333,463.36,4,12
2197.935434,1,1183.00691,0.166667,2,5000,C14247,765.44367,Kluster1,4132,0,765.44367,0,5233.68971,0,0,0,0,0,0,12
2525.493672,1,1470.99071,0.5,20,6000,C14248,796.560224,Kluster1,4133,490,796.560224,0,1130.147035,0,0,0.416667,0.5,490,6,12
3039.972975,1,0,0,0,7000,C14249,878.361313,Kluster1,4134,1503.52,878.361313,4484.77,2458.531724,1,0,1,1,5988.29,68,12
22.151355,0.333333,0,0,0,3000,C14250,81.595815,Kluster1,4135,69.89,81.595815,64.98,41.580849,0.166667,0,0.166667,0.333333,134.87,3,6
1077.459774,1,385.830526,0.25,6,6900,C14251,321.561308,Kluster1,4136,1232.7,321.561308,3109.98,4105.36943,0.833333,0.083333,0.833333,1,4342.68,33,12
58.647973,0.909091,0,0,0,2000,C14252,115.495581,Kluster1,4137,420.33,115.495581,108.32,539.9677,0.083333,0.571429,0.416667,0.666667,528.65,12,12
1718.034412,1,3406.374587,0.833333,25,3500,C14253,797.08178,Kluster1,4138,0,797.08178,422.68,3752.094461,0.333333,0.083333,0,0.333333,422.68,4,12
3907.641073,1,466.60762,0.166667,2,4000,C14254,3216.413727,Kluster2,4139,1853.51,3216.413727,147.84,2111.180988,0.083333,0,1,1,2001.35,141,12
1189.030969,1,1425.965785,0.416667,9,4000,C14255,318.563445,Kluster1,4140,0,318.563445,1122.3,3231.526204,0.416667,0,0,0.416667,1122.3,9,12
18495.55855,1,0,0,0,22000,C14256,4227.08158,Kluster2,4141,1630.98,4227.08158,3657.3,4246.168346,0.583333,0,1,1,5288.28,76,12
494.045664,1,0,0,0,2000,C14257,333.663101,Kluster1,4142,342.76,333.663101,240.44,370.803775,0.25,0,0.916667,1,583.2,25,12
520.441499,1,0,0,0,1500,C14258,179.996275,Kluster1,4143,0,179.996275,2170.6,1943.742193,0.666667,0.083333,0,0.666667,2170.6,20,12
4592.041153,1,178.893987,0.25,3,5000,C14259,1918.589524,Kluster2,4144,0,1918.589524,0,1009.612835,0,0,0,0,0,0,12
2955.777008,1,3604.51247,0.7,12,11000,C14260,641.31761,Kluster1,4145,0,641.31761,0,4398.578094,0,0,0,0,0,0,10
2666.903576,1,779.396921,0.166667,2,3000,C14261,768.949382,Kluster1,4146,0,768.949382,0,661.437579,0,0,0,0,0,0,12
2015.554911,1,0,0,0,13000,C14262,563.63857,Kluster1,4147,952.6,563.63857,493.88,4537.716739,0.25,0,0.666667,0.666667,1446.48,27,12
8.447806,1,0,0,0,7000,C14263,78.383013,Kluster1,4148,85.12,78.383013,0,100.258283,0,0.454545,0.583333,0.666667,85.12,8,12
3447.674222,1,4548.057776,0.545455,7,10500,C14264,817.844662,Kluster2,4149,0,817.844662,205,665.239171,0.090909,0,0,0.090909,205,1,11
655.712971,1,0,0,0,1500,C14265,295.417192,Kluster1,4150,61.55,295.417192,202.8,180.129661,0.083333,0,0.166667,0.333333,264.35,6,12
3063.422164,0.727273,2934.748266,0.166667,5,4500,C14266,2016.24126,Kluster1,4151,1090.75,2016.24126,555.73,6543.279871,0.333333,0,0.833333,0.833333,1646.48,28,12
478.787453,1,144.37846,0.083333,1,1500,C14267,217.989591,Kluster1,4152,124.64,217.989591,655.74,1842.23355,0.416667,0.111111,0.083333,0.5,780.38,12,12
697.141393,1,0,0,0,2000,C14268,175.169946,Kluster1,4153,460.28,175.169946,567,1822.954828,0.083333,0,0.416667,0.583333,1027.28,13,12
48.933642,1,0,0,0,1500,C14269,168.599543,Kluster1,4154,632.84,168.599543,0,626.111312,0,1,1,1,632.84,21,12
53.994628,1,0,0,0,6500,C14270,63.502182,Kluster1,4155,0,63.502182,257,423.058905,0.083333,0.083333,0,0.083333,257,3,12
3494.152843,1,2452.383654,0.25,10,6500,C14271,1672.557449,Kluster2,4156,1639.81,1672.557449,578.06,2125.932737,0.25,0,0.916667,1,2217.87,59,12
180.32895,1,0,0,0,2500,C14272,200.518843,Kluster1,4157,810.6,200.518843,0,700.22051,0,0,0.833333,0.916667,810.6,20,12
63.930277,0.545455,0,0,0,3000,C14273,166.929549,Kluster1,4158,37.88,166.929549,589.1,450.633632,0.416667,0.5,0.083333,0.416667,626.98,10,12
1089.696979,0.833333,1477.68366,0.333333,4,1500,C14274,851.11955,Kluster1,4159,349.04,851.11955,0,231.019657,0,0,0.5,0.666667,349.04,7,6
123.396703,0.545455,1196.579583,0.166667,2,7000,C14275,111.691332,Kluster1,4160,0,111.691332,0,2591.841437,0,0.25,0,0,0,0,12
71.345309,1,0,0,0,3000,C14276,162.610445,Kluster1,4161,1166.76,162.610445,0,1137.865785,0,0.75,1,1,1166.76,12,12
1044.704008,1,0,0,0,5000,C14277,249.300419,Kluster1,4162,796.6,249.300419,346,1881.871223,0.333333,0.083333,1,1,1142.6,61,12
809.572784,1,992.321871,0.25,4,1500,C14278,263.711559,Kluster1,4163,0,263.711559,691.66,1395.925667,0.333333,0,0,0.333333,691.66,4,12
2165.436389,1,1016.336335,0.25,6,2500,C14279,745.905341,Kluster1,4164,0,745.905341,0,435.64194,0,0,0,0,0,0,12
123.632161,1,0,0,0,6000,C14280,184.935623,Kluster1,4165,360,184.935623,146,662.272892,0.166667,0.083333,1,1,506,14,12
546.398561,0.272727,2498.547619,0.25,7,3000,C14281,512.58683,Kluster1,4166,0,512.58683,0,339.612072,0,0,0,0,0,0,12
1032.031399,1,1143.502627,0.166667,4,1200,C14282,613.232178,Kluster1,4167,0,613.232178,0,239.189487,0,0,0,0,0,0,12
316.812739,1,2145.718983,0.25,3,10000,C14283,176.119649,Kluster1,4168,1592.79,176.119649,801.1,4439.641308,0.833333,0.833333,1,1,2393.89,80,12
715.64147,0.727273,1349.479114,0.25,6,1500,C14284,234.068674,Kluster1,4169,0,234.068674,0,1967.176481,0,0.125,0,0,0,0,12
24.976709,1,18.985087,0.083333,1,9000,C14285,3.19794,Kluster1,4170,0,3.19794,720.6,664.033022,1,0,0,1,720.6,12,12
826.018339,1,0,0,0,1200,C14286,236.976635,Kluster1,4171,31.17,236.976635,160.5,443.248137,0.25,0,0.083333,0.333333,191.67,5,12
134.613205,0.727273,447.255199,0.090909,1,2500,C14287,200.076565,Kluster1,4172,0,200.076565,0,414.896217,0,0,0,0,0,0,11
3749.634778,1,102.621184,0.090909,1,8000,C14288,933.115539,Kluster2,4173,0,933.115539,0,1377.52604,0,0,0,0,0,0,11
16.657046,0.363636,0,0,0,600,C14289,55.354917,Kluster1,4174,121.32,55.354917,65,28.317708,0.083333,0,0.083333,0.166667,186.32,4,12
69.945524,0.909091,0,0,0,1200,C14290,162.510564,Kluster1,4175,41.4,162.510564,0,147.786034,0,0,0.333333,0.333333,41.4,4,12
2224.065672,1,1570.966236,0.666667,12,2500,C14291,968.791469,Kluster1,4176,0,968.791469,81.84,487.001643,0.083333,0,0,0.083333,81.84,5,12
563.587232,1,450.908415,0.083333,1,4000,C14292,218.063393,Kluster1,4177,731.84,218.063393,500.75,857.740923,0.5,0,0.833333,1,1232.59,31,12
27.742435,0.272727,0,0,0,3000,C14293,177.669243,Kluster1,4178,303.24,177.669243,0,775.085467,0,0,0.166667,0.25,303.24,3,12
1018.880453,1,2583.510846,0.5,8,13000,C14294,243.18864,Kluster1,4179,0,243.18864,0,1703.232165,0,0,0,0,0,0,12
1221.439496,1,1478.541555,0.555556,9,2500,C14295,324.838245,Kluster1,4180,86.54,324.838245,959.22,269.325785,0.666667,0,0.555556,0.888889,1045.76,21,9
56.541208,0.272727,0,0,0,3200,C14297,136.804417,Kluster1,4181,0,136.804417,325.8,1300.942779,0.083333,0,0,0.083333,325.8,3,12
1604.476717,0.8,3041.40624,0.3,3,6000,C14298,330.428974,Kluster1,4182,0,330.428974,2619.7,2045.152399,0.6,0.142857,0,0.6,2619.7,10,10
39.086623,0.545455,0,0,0,1600,C14299,168.259829,Kluster1,4183,283,168.259829,91.63,767.182519,0.083333,1,0.5,0.5,374.63,11,12
378.001129,1,104.557174,0.083333,1,5000,C14300,164.460238,Kluster1,4184,0,164.460238,1884.04,2249.919761,0.416667,0.222222,0,0.416667,1884.04,10,12
3290.750214,1,0,0,0,10000,C14301,921.981349,Kluster1,4185,0,921.981349,974.72,1064.701886,1,0,0,1,974.72,25,12
66.723482,1,0,0,0,4000,C14302,151.236269,Kluster1,4186,550.95,151.236269,0,521.433223,0,0.4,0.75,0.833333,550.95,16,12
1987.232432,1,0,0,0,2000,C14303,1834.623457,Kluster1,4187,544.76,1834.623457,0,1124.28278,0,0,1,1,544.76,14,12
869.702973,1,710.440728,0.416667,15,1000,C14304,215.056881,Kluster1,4188,232.2,215.056881,138.54,540.848608,0.166667,0,0.666667,0.916667,370.74,11,12
53.989299,0.857143,0,0,0,1500,C14305,99.058125,Kluster1,4189,469.14,99.058125,0,446.737399,0,0.8,0.714286,0.857143,469.14,6,7
